Country,Year,Code,Annual_CO2_Emissions_Per_Capita,Renewable_Energy_Percentage,GDP_Per_Capita,Energy_Consumption_Per_Capita,Population
Pakistan,2023,PAK,0.8107599,12.158016,5439.1875,3895.0408,247504495.0
Peru,2010,PER,1.461361,26.664782,12061.164,7707.48,29086019.0
Peru,2011,PER,1.4391557,25.767502,12728.865,8431.997,29304086.0
Peru,2012,PER,1.5400403,25.90535,13397.783,8629.544,29550366.0
Peru,2013,PER,1.4428895,26.089096,14054.639,8741.407,29817919.0
Peru,2014,PER,1.6399497,25.83989,14247.101,8856.475,30115826.0
Peru,2015,PER,1.6162785,25.96086,14545.381,9171.356,30457600.0
Peru,2016,PER,1.7084166,24.635092,14920.104,9602.029,30866494.0
Peru,2017,PER,1.7513058,28.8025,15072.204,9605.62,31324637.0
Peru,2018,PER,1.7508639,29.431831,15388.998,9887.749,31897584.0
Peru,2019,PER,1.7986559,29.259867,15466.295,9949.322,32449303.0
Peru,2020,PER,1.4289497,32.38074,13612.021,8643.31,32838579.0
Peru,2021,PER,1.568856,29.827547,15282.273,9710.914,33155882.0
Peru,2022,PER,1.6368144,26.950771,15548.932,9925.625,33475438.0
Peru,2023,PER,1.6505452,26.3495,15294.257,10008.626,33845617.0
Philippines,2010,PHL,0.85738873,14.867264,6273.039,3603.5803,96337125.0
Philippines,2011,PHL,0.8489691,16.133564,6388.313,3610.5925,98248614.0
Philippines,2012,PHL,0.8796461,16.406023,6697.556,3671.1003,100175512.0
Philippines,2013,PHL,0.935763,14.824674,7016.5386,3860.979,102076336.0
Philippines,2014,PHL,0.97125316,14.025786,7340.362,3993.6548,103767130.0
Philippines,2015,PHL,1.0620909,13.544878,7691.763,4307.6396,105312992.0
Philippines,2016,PHL,1.1335168,13.032715,8131.825,4620.867,106735719.0
Philippines,2017,PHL,1.2434982,12.544034,8584.136,4982.866,108119693.0
Philippines,2018,PHL,1.2861164,12.185793,9016.286,5063.134,109465287.0
Philippines,2019,PHL,1.2953051,11.25281,9452.294,5128.8037,110804683.0
Philippines,2020,PHL,1.1797879,11.994339,8455.185,4579.271,112081264.0
Philippines,2021,PHL,1.248213,12.277111,8857.79,4790.206,113100950.0
Philippines,2022,PHL,1.2714316,12.353065,9457.104,4941.1504,113964338.0
Philippines,2023,PHL,1.3454357,11.991215,9901.057,5191.9824,114891199.0
Poland,2010,POL,8.773324,3.4803138,27584.254,29982.633,38042794.0
Poland,2011,POL,8.731056,4.07828,29018.326,30104.61,38063255.0
Poland,2012,POL,8.522221,5.280956,29457.092,29201.332,38063164.0
Poland,2013,POL,8.4143715,5.21915,29676.557,29303.178,38040196.0
Poland,2014,POL,8.090834,6.1203933,30863.12,28234.873,38011735.0
Poland,2015,POL,8.173159,6.6168427,32252.387,28610.195,37986412.0
Poland,2016,POL,8.456034,6.1215067,33244.3,29851.602,37970087.0
Poland,2017,POL,8.803233,6.178931,34952.836,31357.4,37974826.0
Poland,2018,POL,8.788192,5.8390436,37136.016,31724.717,37974750.0
Poland,2019,POL,8.311783,6.975435,38846.504,30843.25,37965475.0
Poland,2020,POL,7.92311,7.9619446,38122.438,29645.658,37899070.0
Poland,2021,POL,8.700768,7.9004536,41774.582,31971.576,36981559.0
Poland,2022,POL,8.207285,9.753634,44160.86,29778.053,36821749.0
Poland,2023,POL,7.4628654,12.153621,44384.168,27871.273,36687353.0
Portugal,2010,PRT,4.99969,27.481777,36897.203,28720.541,10573100.0
Portugal,2011,PRT,4.9051404,24.613186,36318.336,27433.566,10557560.0
Portugal,2012,PRT,4.749493,21.803562,34988.68,25134.441,10514844.0
Portugal,2013,PRT,4.603662,29.319233,34835.01,27680.29,10457295.0
Portugal,2014,PRT,4.607115,30.905666,35283.008,28032.568,10401062.0
Portugal,2015,PRT,5.03683,24.606659,35992.688,27931.508,10358076.0
Portugal,2016,PRT,4.8626833,29.398247,36830.03,29988.79,10325452.0
Portugal,2017,PRT,5.339881,21.441797,38143.758,29287.125,10300300.0
Portugal,2018,PRT,4.97228,26.868528,39330.5,29903.955,10283822.0
Portugal,2019,PRT,4.600439,26.366737,40400.805,28479.97,10286263.0
Portugal,2020,PRT,4.024724,31.739735,37047.105,25756.738,10297081.0
Portugal,2021,PRT,3.8768623,33.30672,38862.09,25897.682,10361831.0
Portugal,2022,PRT,3.9058208,29.567095,41288.047,25574.793,10434332.0
Portugal,2023,PRT,3.5690997,36.04341,41755.48,25709.23,10578174.0
Romania,2010,ROU,4.125176,14.56034,25125.145,19494.453,20246871.0
Romania,2011,ROU,4.5479193,11.572445,26384.123,20194.62,20147528.0
Romania,2012,ROU,4.4468966,10.943061,27006.336,19532.703,20058035.0
Romania,2013,ROU,3.917578,15.251155,27182.37,18417.541,19983693.0
Romania,2014,ROU,3.960944,18.369642,28407.402,18959.768,19908979.0
Romania,2015,ROU,3.9156525,19.063501,29442.305,19146.7,19815616.0
Romania,2016,ROU,3.8586328,19.769327,30458.562,19248.842,19702267.0
Romania,2017,ROU,4.0203547,17.551455,33145.82,19693.322,19588715.0
Romania,2018,ROU,4.0636744,18.607594,35381.91,19995.69,19473970.0
Romania,2019,ROU,3.9205754,18.112833,36964.258,19658.541,19371648.0
Romania,2020,ROU,3.8009787,18.934402,35802.69,19004.617,19265250.0
Romania,2021,ROU,4.0144405,18.965462,38071.176,20177.553,19122059.0
Romania,2022,ROU,3.8083065,18.557348,39733.656,18318.545,19048502.0
Romania,2023,ROU,3.569303,21.853575,40665.527,17818.607,19059479.0
Russia,2010,RUS,11.343939,5.9321156,33399.926,54552.457,142849468.0
Russia,2011,RUS,11.704153,5.585331,34795.035,56363.645,143018195.0
Russia,2012,RUS,11.79054,5.530701,36104.273,56592.63,143378447.0
Russia,2013,RUS,11.344339,6.162879,36628.92,55798.14,143805638.0
Russia,2014,RUS,11.31587,5.856428,36217.965,55846.12,144237223.0
Russia,2015,RUS,11.277288,5.736873,35393.57,54818.855,144640716.0
Russia,2016,RUS,11.214848,6.1516156,35361.547,55724.008,145015460.0
Russia,2017,RUS,11.397211,6.105612,35932.234,55933.996,145293260.0
Russia,2018,RUS,11.694962,6.037737,36908.367,57892.727,145398106.0
Russia,2019,RUS,11.635815,6.198256,37698.953,57430.348,145453291.0
Russia,2020,RUS,11.15608,7.0554256,36746.375,55480.83,145245148.0
Russia,2021,RUS,11.739159,6.949851,38938.496,57444.508,144746762.0
Russia,2022,RUS,12.379392,6.2413483,38263.617,59650.24,144236933.0
Russia,2023,RUS,12.485692,6.3073745,39753.457,60175.367,143826130.0
Saudi Arabia,2010,SAU,22.099627,0.000463029,50620.293,83337.16,23978487.0
Saudi Arabia,2011,SAU,20.707397,0.0005816572,53692.3,84816.25,25091867.0
Saudi Arabia,2012,SAU,22.396475,0.0025898875,54267.215,88062.086,26168861.0
Saudi Arabia,2013,SAU,20.823349,0.00423848,52711.688,86753.6,27624004.0
Saudi Arabia,2014,SAU,20.193333,0.004239704,53396.152,91258.06,28309273.0
Saudi Arabia,2015,SAU,20.850756,0.0040422482,52983.137,93332.54,29816382.0
Saudi Arabia,2016,SAU,20.888945,0.0038626192,51997.344,95158.55,30954198.0
Saudi Arabia,2017,SAU,19.93628,0.005842626,52431.84,93054.375,30977355.0
Saudi Arabia,2018,SAU,20.994095,0.014015297,55508.875,88573.47,30196281.0
Saudi Arabia,2019,SAU,21.579525,0.01887056,56365.508,82824.38,30063799.0
Saudi Arabia,2020,SAU,19.879406,0.019380186,51782.57,80184.54,31552510.0
Saudi Arabia,2021,SAU,22.211275,0.07336859,55768.234,82945.31,30784383.0
Saudi Arabia,2022,SAU,22.480951,0.18877396,57351.875,86538.4,32175224.0
Saudi Arabia,2023,SAU,22.132036,0.46517056,55055.4,87198.66,33264292.0
Slovakia,2010,SVK,7.1334305,8.702348,29809.037,38080.727,5391428.0
Slovakia,2011,SVK,7.048082,7.831032,30533.477,36591.31,5398384.0
Slovakia,2012,SVK,6.653921,8.70284,30959.865,35105.086,5407579.0
Slovakia,2013,SVK,6.5842557,9.72592,31144.129,35936.51,5413393.0
Slovakia,2014,SVK,6.224752,10.567541,31956.469,33419.594,5418649.0
Slovakia,2015,SVK,6.3702555,10.290093,33578.89,33734.29,5423801.0
Slovakia,2016,SVK,6.442124,10.975567,34188.84,34015.234,5430798.0
Slovakia,2017,SVK,6.6536226,10.268712,35117.14,35774.91,5439232.0
Slovakia,2018,SVK,6.643141,9.377256,36493.062,35121.09,5446771.0
Slovakia,2019,SVK,6.206926,10.941603,37273.133,33892.78,5454147.0
Slovakia,2020,SVK,5.711151,11.446592,36278.3,33193.33,5458827.0
Slovakia,2021,SVK,6.470303,10.579658,38437.492,35836.406,5447247.0
Slovakia,2022,SVK,5.7645545,10.010985,38720.48,31876.37,5431752.0
Slovakia,2023,SVK,5.5706987,11.760023,39290.434,32204.732,5426740.0
Slovenia,2010,SVN,8.050477,15.943668,38364.383,42077.926,2048583.0
Slovenia,2011,SVN,7.984749,13.359873,38535.707,40687.836,2052843.0
Slovenia,2012,SVN,7.6753354,15.410497,37333.69,39460.902,2057159.0
Slovenia,2013,SVN,7.3566623,18.234604,36975.92,38978.773,2059953.0
Slovenia,2014,SVN,6.5884333,22.357998,37960.152,39934.504,2061980.0
Slovenia,2015,SVN,6.6243477,16.322464,38839.44,35905.984,2063531.0
Slovenia,2016,SVN,7.0140996,17.403463,39988.71,38209.27,2065042.0
Slovenia,2017,SVN,7.0873375,15.219537,42030.492,38467.918,2066388.0
Slovenia,2018,SVN,7.016358,18.022463,43712.26,39123.293,2073894.0
Slovenia,2019,SVN,6.738732,18.17371,44930.54,37863.65,2088385.0
Slovenia,2020,SVN,6.114485,20.58059,42807.46,36500.57,2102419.0
Slovenia,2021,SVN,6.1789403,20.394213,46274.28,36133.637,2108079.0
Slovenia,2022,SVN,6.004816,16.556498,47433.4,33305.18,2112076.0
Slovenia,2023,SVN,5.347735,24.549088,48243.94,34169.97,2120461.0
South Africa,2010,ZAF,8.8453245,0.32559687,14182.334,28270.55,52344051.0
South Africa,2011,ZAF,8.791516,0.73007625,14451.929,27576.695,52995205.0
South Africa,2012,ZAF,8.533725,0.3535202,14581.589,26791.422,53782567.0
South Africa,2013,ZAF,8.388023,0.40839744,14699.066,26545.875,54678791.0
South Africa,2014,ZAF,8.489372,0.8483203,14661.263,26433.637,55594838.0
South Africa,2015,ZAF,7.868861,1.3551667,14559.475,25372.062,56723537.0
South Africa,2016,ZAF,7.9827814,1.5691502,14519.031,26274.004,57259551.0
South Africa,2017,ZAF,7.6341605,2.2865977,14591.437,26075.314,57635162.0
South Africa,2018,ZAF,7.4144244,2.4042408,14571.376,24785.197,58613001.0
South Africa,2019,ZAF,7.7887363,2.3171031,14370.238,25577.125,59587885.0
South Africa,2020,ZAF,7.16727,2.7063918,13266.786,23687.934,60562381.0
South Africa,2021,ZAF,6.9252067,3.4062326,13711.294,23674.678,61502603.0
South Africa,2022,ZAF,6.497632,3.808293,13777.192,22594.38,62378410.0
South Africa,2023,ZAF,6.3578267,3.9379861,13690.39,22313.898,63212384.0
South Korea,2010,KOR,12.186755,0.66277707,37728.88,62181.16,49554112.0
South Korea,2011,KOR,12.690278,0.7799186,38819.777,64597.434,49936638.0
South Korea,2012,KOR,12.660258,0.85641724,39543.996,64799.957,50199853.0
South Korea,2013,KOR,12.673587,1.1068002,40610.164,64390.82,50428893.0
South Korea,2014,KOR,12.453083,1.3296236,41648.246,64335.42,50746659.0
South Korea,2015,KOR,12.4387865,1.5059777,42593.008,64899.633,51014947.0
South Korea,2016,KOR,12.435507,1.697326,43674.508,66408.734,51217803.0
South Korea,2017,KOR,12.712863,2.0170283,44928.05,66893.76,51361911.0
South Korea,2018,KOR,12.977493,2.5112455,46034.29,67787.555,51585058.0
South Korea,2019,KOR,12.480777,2.9624653,46903.84,66842.08,51764822.0
South Korea,2020,KOR,11.524341,3.6470644,46506.934,64557.53,51836239.0
South Korea,2021,KOR,11.882247,4.069307,48571.434,67653.84,51769539.0
South Korea,2022,KOR,11.62734,4.6026564,49933.977,68364.16,51672569.0
South Korea,2023,KOR,11.158091,4.7778306,50572.25,66698.02,51712619.0
Spain,2010,ESP,6.0404763,17.252142,42515.49,36337.7,46576897.0
Spain,2011,ESP,6.0385685,16.013664,42093.582,35552.812,46742697.0
Spain,2012,ESP,5.9138956,16.591034,40861.01,35236.293,46773055.0
Spain,2013,ESP,5.376438,20.175394,40409.99,33871.53,46620045.0
Spain,2014,ESP,5.4405065,20.319185,41147.246,33449.562,46480882.0
Spain,2015,ESP,5.7994676,17.742815,42851.414,33881.086,46444832.0
Spain,2016,ESP,5.5555286,18.941141,44063.383,34060.69,46484062.0
Spain,2017,ESP,5.837174,16.00793,45233.24,34390.28,46593236.0
Spain,2018,ESP,5.703422,18.693235,46114.344,34806.586,46797754.0
Spain,2019,ESP,5.282928,17.812366,46682.477,33605.45,47134837.0
Spain,2020,ESP,4.4430604,22.833883,41372.78,30043.191,47365655.0
Spain,2021,ESP,4.7987103,23.206352,44091.11,32225.066,47415794.0
Spain,2022,ESP,4.906234,21.746628,46479.086,33454.09,47759127.0
Spain,2023,ESP,4.6255174,24.918743,47141.543,33099.23,48347910.0
Sweden,2010,SWE,5.6641927,38.4675,55875.72,66270.92,9378126.0
Sweden,2011,SWE,5.2079105,39.769398,57209.918,64644.645,9449213.0
Sweden,2012,SWE,4.907013,43.459965,56552.895,67522.56,9519374.0
Sweden,2013,SWE,4.708229,39.280052,56713.703,62550.26,9600379.0
Sweden,2014,SWE,4.48339,40.778534,57442.918,61633.875,9696110.0
Sweden,2015,SWE,4.4306774,46.67754,59345.35,63157.69,9799186.0
Sweden,2016,SWE,4.3749504,41.982113,59981.418,61225.848,9923085.0
Sweden,2017,SWE,4.2194505,42.70394,60258.727,62769.023,10057698.0
Sweden,2018,SWE,4.1333666,42.643585,60696.242,59946.555,10175214.0
Sweden,2019,SWE,3.9724972,44.814293,61615.992,60948.945,10278887.0
Sweden,2020,SWE,3.5448945,52.19571,59945.586,57891.91,10353442.0
Sweden,2021,SWE,3.7090452,51.12024,63124.598,60540.156,10415811.0
Sweden,2022,SWE,3.573317,53.49401,63611.363,58931.953,10486941.0
Sweden,2023,SWE,3.464577,53.890182,63114.68,56303.94,10536632.0
Switzerland,2010,CHE,5.7546425,29.107452,74961.31,45954.605,7824909.0
Switzerland,2011,CHE,5.177019,28.232935,75476.55,42336.48,7912398.0
Switzerland,2012,CHE,5.28081,31.610807,75560.02,44281.652,7996861.0
Switzerland,2013,CHE,5.335637,31.100544,76034.81,44402.76,8089346.0
Switzerland,2014,CHE,4.788791,32.28236,76877.805,42067.453,8188649.0
Switzerland,2015,CHE,4.6740065,33.313087,77257.68,40610.04,8282396.0
Switzerland,2016,CHE,4.677344,32.569138,77999.46,37770.08,8373338.0
Switzerland,2017,CHE,4.514635,32.465992,78328.09,37506.7,8451840.0
Switzerland,2018,CHE,4.32806,32.574883,79977.305,37754.48,8514329.0
Switzerland,2019,CHE,4.2810693,33.7412,80315.68,39174.78,8575280.0
Switzerland,2020,CHE,3.9613538,36.92606,78023.34,35722.31,8638167.0
Switzerland,2021,CHE,4.109331,37.471905,81603.21,34296.21,8704546.0
Switzerland,2022,CHE,3.7327585,33.011185,83007.28,33191.535,8777088.0
Switzerland,2023,CHE,3.6905727,38.325344,82557.55,35768.574,8888093.0
Thailand,2010,THA,3.514452,2.8453703,16729.775,17276.059,68579447.0
Thailand,2011,THA,3.5485907,3.5703893,16765.752,17645.639,69007208.0
Thailand,2012,THA,3.778263,3.914373,17869.002,18694.713,69436098.0
Thailand,2013,THA,3.7762656,3.9144244,18241.777,18868.783,69845114.0
Thailand,2014,THA,3.8806882,4.358339,18323.963,19398.96,70216367.0
Thailand,2015,THA,3.9282084,4.308386,18811.328,19595.387,70540795.0
Thailand,2016,THA,4.008556,4.739767,19369.92,19906.965,70859841.0
Thailand,2017,THA,3.9818301,5.4690447,20093.963,20207.6,71160187.0
Thailand,2018,THA,4.0392394,6.566889,20879.16,20784.785,71376079.0
Thailand,2019,THA,3.9411173,7.1565943,21277.082,20751.527,71522271.0
Thailand,2020,THA,3.7956147,7.181275,19956.547,19247.928,71641484.0
Thailand,2021,THA,3.7244093,7.2292643,20245.242,19368.557,71727332.0
Thailand,2022,THA,3.799712,7.4562526,20741.523,19357.754,71735329.0
Thailand,2023,THA,3.6873055,7.842765,21142.664,19370.299,71702435.0
Trinidad and Tobago,2010,TTO,33.976368,0.005239244,35423.855,165583.05,1317714.0
Trinidad and Tobago,2011,TTO,33.73882,0.005274642,35045.516,162349.44,1328019.0
Trinidad and Tobago,2012,TTO,32.894268,0.0075587654,37452.94,157944.3,1335194.0
Trinidad and Tobago,2013,TTO,32.438995,0.0074258316,38620.574,158654.84,1340557.0
Trinidad and Tobago,2014,TTO,32.99713,0.0073731267,39966.188,157744.7,1345343.0
Trinidad and Tobago,2015,TTO,31.87891,0.0076000914,39528.418,151786.81,1349667.0
Trinidad and Tobago,2016,TTO,27.761591,0.008553222,36438.91,133239.0,1353895.0
Trinidad and Tobago,2017,TTO,27.89761,0.008039129,34619.53,140041.06,1356633.0
Trinidad and Tobago,2018,TTO,27.422825,0.008528726,34346.15,128954.38,1359193.0
Trinidad and Tobago,2019,TTO,27.466105,0.008446584,34349.13,128426.54,1363985.0
Trinidad and Tobago,2020,TTO,23.677786,0.009700671,31168.346,111546.414,1366725.0
Trinidad and Tobago,2021,TTO,24.476803,0.009454084,30826.209,113474.2,1367558.0
Trinidad and Tobago,2022,TTO,24.270796,0.009423289,31323.277,113031.766,1365805.0
Trinidad and Tobago,2023,TTO,22.834675,0.009916642,31705.834,106746.78,1367510.0
Turkey,2010,TUR,4.3109365,12.350974,19751.621,17120.85,73142150.0
Turkey,2011,TUR,4.6089954,12.007149,21643.8,18025.576,74223629.0
Turkey,2012,TUR,4.7356477,12.655518,22392.938,18877.383,75175827.0
Turkey,2013,TUR,4.5460496,13.686602,23983.133,18441.62,76147624.0
Turkey,2014,TUR,4.6648703,9.931703,24830.574,18618.826,77181884.0
Turkey,2015,TUR,4.8107686,14.269203,25992.297,19951.004,78218479.0
Turkey,2016,TUR,4.9717093,14.563656,26497.135,20602.953,79277962.0
Turkey,2017,TUR,5.186352,13.09042,28117.953,21772.998,80312698.0
Turkey,2018,TUR,4.9997516,14.5953,28575.762,21590.242,81407204.0
Turkey,2019,TUR,4.7177076,19.008345,28400.7,22150.566,82579440.0
Turkey,2020,TUR,4.7963643,18.64845,28649.55,21652.902,83384680.0
Turkey,2021,TUR,5.2223163,16.09926,31637.53,23015.531,84147318.0
Turkey,2022,TUR,5.023125,18.482664,33061.047,23108.615,84979913.0
Turkey,2023,TUR,4.9510155,18.701162,34609.914,22668.203,85325965.0
Ukraine,2010,UKR,6.336449,2.6100597,16811.795,31235.12,46456003.0
Ukraine,2011,UKR,6.659274,2.0985289,17783.957,32400.47,46307853.0
Ukraine,2012,UKR,6.58784,2.1388652,17848.74,31779.547,46210056.0
Ukraine,2013,UKR,6.4491696,3.0470593,17889.092,30228.559,46126770.0
Ukraine,2014,UKR,5.604219,2.3241148,16978.812,26764.613,45972380.0
Ukraine,2015,UKR,4.887808,1.9526479,15403.71,22306.594,45784896.0
Ukraine,2016,UKR,5.128837,2.4077792,15856.8125,23419.848,45616832.0
Ukraine,2017,UKR,4.9097815,3.02883,16310.36,21840.365,45436041.0
Ukraine,2018,UKR,5.124302,3.4624233,16978.984,22768.459,45208907.0
Ukraine,2019,UKR,4.9367437,3.39375,17636.555,21661.146,44957458.0
Ukraine,2020,UKR,4.6290064,4.9567018,17092.54,20916.844,44680014.0
Ukraine,2021,UKR,4.744018,6.1698413,17846.408,21472.234,44298640.0
Ukraine,2022,UKR,3.4380214,7.671234,13787.121,16272.95,41048766.0
Ukraine,2023,UKR,3.6164997,8.788312,15885.226,16781.748,37732836.0
United Kingdom,2010,GBR,8.12464,3.6713443,48766.29,39533.43,62766365.0
United Kingdom,2011,GBR,7.395984,4.9210544,48937.477,37002.133,63258810.0
United Kingdom,2012,GBR,7.6215353,5.4681044,49331.72,37287.375,63700215.0
United Kingdom,2013,GBR,7.417552,6.9561815,49884.434,36961.617,64128273.0
United Kingdom,2014,GBR,6.764838,8.871645,51100.336,34675.38,64602298.0
United Kingdom,2015,GBR,6.461417,10.9549675,51823.973,34977.094,65116219.0
United Kingdom,2016,GBR,6.0617714,11.083126,52421.082,34171.62,65611593.0
United Kingdom,2017,GBR,5.8378496,12.93447,53449.293,34043.49,66058859.0
United Kingdom,2018,GBR,5.6886287,14.486315,53872.934,33820.566,66460344.0
United Kingdom,2019,GBR,5.4350815,16.16805,54440.105,32930.707,66836327.0
United Kingdom,2020,GBR,4.844164,19.939514,48656.164,29394.623,67081234.0
United Kingdom,2021,GBR,5.0911255,18.11021,52872.195,29591.666,67026292.0
United Kingdom,2022,GBR,4.603082,19.61384,54805.445,29904.86,67791000.0
United Kingdom,2023,GBR,4.4428277,20.520597,54542.016,28501.387,68350000.0
United States,2010,USA,18.259068,5.8401756,59799.285,83402.88,309327143.0
United States,2011,USA,17.656883,6.8965087,60294.98,81971.984,311583481.0
United States,2012,USA,16.852186,6.8864713,61224.406,79100.78,313877662.0
United States,2013,USA,17.119566,7.1343727,62089.348,80559.26,316059947.0
United States,2014,USA,17.11055,7.2629757,63191.246,80724.13,318386329.0
United States,2015,USA,16.485855,7.468629,64575.406,79318.57,320738994.0
United States,2016,USA,15.95766,8.28383,65275.57,78625.45,323071755.0
United States,2017,USA,15.689614,9.080356,66458.02,78303.61,325122128.0
United States,2018,USA,16.05042,8.962757,68070.21,80595.484,326838199.0
United States,2019,USA,15.578155,9.312867,69511.766,79500.234,328329953.0
United States,2020,USA,13.889589,10.519768,67352.39,73294.336,331526933.0
United States,2021,USA,14.793604,10.502109,71318.305,77023.77,332048977.0
United States,2022,USA,14.870763,11.292717,72841.92,78347.914,333271411.0
United States,2023,USA,14.299027,11.655809,74577.51,77027.836,334914895.0
Uzbekistan,2010,UZB,3.7929955,4.3210754,5760.805,18389.709,28385506.0
Uzbekistan,2011,UZB,4.0507755,2.8693686,6100.251,18929.893,28823196.0
Uzbekistan,2012,UZB,4.0618796,3.2125452,6435.5645,18384.643,29261903.0
Uzbekistan,2013,UZB,3.777604,3.1400707,6797.775,18162.375,29724065.0
Uzbekistan,2014,UZB,3.5535774,2.9529066,7145.11,18637.057,30222994.0
Uzbekistan,2015,UZB,3.372301,3.0095983,7529.7637,17406.166,30749346.0
Uzbekistan,2016,UZB,3.5205607,3.5177083,7839.978,16608.516,31284568.0
Uzbekistan,2017,UZB,3.4234405,3.947353,8047.0537,16748.164,31819178.0
Uzbekistan,2018,UZB,3.15963,2.8922515,8348.961,16643.918,32373490.0
Uzbekistan,2019,UZB,3.2892537,3.1530242,8755.126,16438.932,32964701.0
Uzbekistan,2020,UZB,3.2641847,2.4348068,8727.411,16105.863,33586372.0
Uzbekistan,2021,UZB,3.5113323,2.3403997,9247.644,16600.65,34243696.0
Uzbekistan,2022,UZB,3.578784,2.4339654,9607.562,17004.094,34938955.0
Uzbekistan,2023,UZB,3.4995937,3.2513921,10007.686,16622.736,35652307.0
Vietnam,2010,VNM,1.5958343,14.7117405,7274.733,6180.2876,87455152.0
Vietnam,2011,VNM,1.7244632,19.027449,7652.619,6758.891,88468314.0
Vietnam,2012,VNM,1.6118838,23.463968,7979.868,6990.1753,89510356.0
Vietnam,2013,VNM,1.6719987,23.956772,8324.198,7304.9746,90573104.0
Vietnam,2014,VNM,1.9630398,23.184889,8751.883,7980.199,91679578.0
Vietnam,2015,VNM,2.298032,18.355711,9248.024,8964.749,92823254.0
Vietnam,2016,VNM,2.3508487,19.14979,9743.188,9651.152,94000117.0
Vietnam,2017,VNM,2.3914742,23.902075,10290.549,10247.799,95176977.0
Vietnam,2018,VNM,2.6530128,20.55936,10936.894,11413.172,96237319.0
Vietnam,2019,VNM,3.4901097,15.799334,11628.614,12556.66,97173776.0
Vietnam,2020,VNM,3.6955829,18.540092,11851.396,12461.562,98079191.0
Vietnam,2021,VNM,3.173522,23.503656,12048.902,12399.49,98935098.0
Vietnam,2022,VNM,2.9858754,27.49788,12930.256,12670.408,99680655.0
Vietnam,2023,VNM,3.335515,22.754812,13491.88,13744.149,100352192.0
